alcohol_id,alcohol_type,origin,alcohol_age,alcohol_cost,ABV,tasting_note,tasting_score,flavor_profile,flavor_type_rating
1345,agave,"DeLeón Tequila // Los Altos, Jalisco, Mexico",,5,,,,"{""smoky"":35,""earthy"":10,""spicy"":15,""herbal"":10,""oily"":55,""bitter"":0,""rich"":50,""sweet"":80,""mineral"":15,""salty"":0,""umami"":10,""tart"":0,""fruity"":75,""floral"":90}",
1346,agave,"DeLeón Tequila // Los Altos, Jalisco, Mexico",,3,,,,,
1347,agave,"DeLeón Tequila // Los Altos, Jalisco, Mexico",,3,,,,"{""smoky"":30,""earthy"":0,""spicy"":20,""herbal"":40,""oily"":10,""bitter"":5,""rich"":15,""sweet"":50,""mineral"":10,""salty"":0,""umami"":15,""tart"":10,""fruity"":15,""floral"":35}",
1348,whiskey,"Indiana, USA",5,3,57.72,,,,3.89
1349,whiskey,"Distilled in Indiana bottled by proof and wood ventures Stanford Kentucky, USA",5,3,55.17,,,,4.25
1350,whiskey,"Deanston // Highland, Scotland",10 Year,3,57.5,,,,4.28
1351,whiskey,"Deanston // Highlands, Scotland",12 Year,2,46.3,"""One of the first aromas that stands out is wool--have the sheep that roam Scotland somehow gotten into the warehouses and gone for a quick dip? Unlikely.  Other flavors found are bright lemon zest, breakfast tea and vanilla.  The malt might be a bit too plain Jane for those that like to take a walk on the wild side. """,79,"{""smoky"":30,""peaty"":10,""spicy"":30,""herbal"":40,""oily"":50,""full_bodied"":40,""rich"":40,""sweet"":50,""briny"":20,""salty"":20,""vanilla"":50,""tart"":50,""fruity"":50,""floral"":30}",3.46
1352,whiskey,"Highlands , Scotland",12,2,40.0,,,,3.34
1353,whiskey,"Deanston // Highland, Scotland",14 Year,4,46.3,,,,3.14
1354,whiskey,"Deanston // Highlands, Scotland",18 Year,4,46.3,"""Very fresh... Minty-fresh almost at first, with a hint of milk chocolate. There's room for some orchard fruits, as well as a touch of dried grass and ripe banana. The palate displays soft tannins which go hand in hand with lemon zest and oranges. There's a hit of fresh ginger too. Not very exciting or adventurous, but good whisky from Deanston nonetheless.""",85,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":20,""oily"":30,""full_bodied"":40,""rich"":30,""sweet"":20,""briny"":0,""salty"":0,""vanilla"":35,""tart"":15,""fruity"":25,""floral"":10}",3.85
1355,whiskey,"Highland, Scotland",28,5,45.0,,,,3.69
1356,whiskey,"Highland, Scotland",20,4,55.3,,,,4.05
1357,whiskey,"Highlands, Scotland",16,4,50.6,,,,4.06
1358,whiskey,"Deanston // Highland, Scotland",9 Year,3,56.4,"""What an excellent mix of fruit and cooked sweet vegetables to both smell and taste. On the nose, think apples and ginger sprinkled with mint and basil on top. On the palate, more rich depths are explored with raspberries and caramel, while there's an element of cooked zucchini and cut grass in there too. """,87,"{""smoky"":10,""peaty"":0,""spicy"":70,""herbal"":60,""oily"":10,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":10,""salty"":0,""vanilla"":50,""tart"":30,""fruity"":70,""floral"":40}",4.0
1359,whiskey,"Deanston // Highlands, Scotland",9 Year,3,58.7,"""Bottled at a high strength, the nose is a bit prickly, before becoming more candy-esque. Cotton candy and candy canes, as well as vanilla are found, in addition to some vibrant red fruits. The palate has a nice creamy texture, but also a high degree of spiciness. Water helps to tone that down a bit, making way for blackcurrants and tobacco. A good whisky, but not completely balanced.""",86,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":10,""oily"":50,""full_bodied"":45,""rich"":40,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":35,""tart"":5,""fruity"":40,""floral"":5}",4.14
1360,whiskey,"Highland , Scotland",13,2,55.6,,,,3.75
1361,whiskey,"Deanston // Highlands, Scotland",NAS,2,46.3,"""Intense cereal and honey notes take over on the nose with some bright lemony notes. The whisky is very peppery and cinnamon-y on our palate before presenting more fruit of pears and peaches. Adding water is not a good idea as the sweet malt disappears and leaves the whisky flat and waxy. 
 
""",77,"{""smoky"":15,""peaty"":0,""spicy"":45,""herbal"":40,""oily"":45,""full_bodied"":50,""rich"":50,""sweet"":45,""briny"":0,""salty"":10,""vanilla"":30,""tart"":20,""fruity"":60,""floral"":15}",3.37
1362,gin,"Death's Door // Wisconsin, USA",,2,,,,"{""juniper"":45,""earthy"":10,""spicy"":30,""herbal"":50,""oily"":30,""chemical"":0,""rich"":35,""sweet"":35,""mineral"":10,""woody"":15,""harsh"":0,""bitter"":10,""fruity"":20,""floral"":15}",
1363,whiskey,"Death's Door // Wisconsin, USA",NAS,2,40.0,"""As you taste, you pick up aromas like you would on a tequila or a cachaça; grassy and slightly sweet with a touch of vanilla.  The body is moderately creamy and lacks a harsh quality you might expect.  
""",79,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":50,""oily"":50,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":50,""tart"":30,""fruity"":50,""floral"":20}",2.0
1364,vodka,France,,1,,,,,
1365,brandy,France,,2,,,,,
1366,vodka,"Deep Eddy // Texas, USA",,1,,,,,
1367,vodka,"Deep Eddy // Texas, USA",,1,,,,,
1368,vodka,"Deep Eddy // Texas, USA",,1,,,,,
1369,vodka,"Deep Eddy // Texas, USA",,1,,,,,
1370,whiskey,"Deerhammer // Colorado, USA",NAS,2,45.0,"""Warm amber with prevalent red undertones in color. Strong chocolate, caramel, and honey in the nose. Spicy initial attack with subtle earthy notes. Warm Baker's chocolate in the mid-palate remains through the finish. Caramel, raisin, and toffee are also present in the clean, lingering aftertaste.""",92,"{""smoky"":15,""peaty"":0,""spicy"":10,""herbal"":15,""oily"":5,""full_bodied"":60,""rich"":40,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":25,""tart"":0,""fruity"":20,""floral"":15}",3.8
1371,whiskey,"Blue Ridge Distilling Co. // North Carolina, USA",NAS,2,41.0,"""Defiant opens with honey and vanilla notes that meld into a malty spiciness, encouraging exploration. The same qualities appear on the palate, but there's a woody sharpness underlying the sweetness and spice here--the defiant edge that sets this spirit apart.""",81,"{""smoky"":5,""peaty"":0,""spicy"":30,""herbal"":5,""oily"":10,""full_bodied"":25,""rich"":25,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":25,""tart"":5,""fruity"":15,""floral"":10}",2.78
1372,liqueur,"Illinois, USA",,1,,,,,
1373,liqueur,USA,,1,,,,,
1374,whiskey,"Arizona, USA",,3,58.15,,,,4.29
1375,agave,"Del Maguey // Oaxaca, Mexico",,3,,,,"{""smoky"":70,""earthy"":70,""spicy"":70,""herbal"":60,""oily"":30,""bitter"":25,""rich"":80,""sweet"":75,""mineral"":50,""salty"":70,""umami"":65,""tart"":30,""fruity"":50,""floral"":20}",
1376,agave,"Oaxaca, Mexico",,5,,,,"{""smoky"":70,""earthy"":60,""spicy"":70,""herbal"":35,""oily"":30,""bitter"":60,""rich"":65,""sweet"":55,""mineral"":30,""salty"":40,""umami"":50,""tart"":40,""fruity"":70,""floral"":40}",
1377,agave,"Del Maguey // Oaxaca, Mexico",,5,,,,"{""smoky"":40,""earthy"":40,""spicy"":70,""herbal"":45,""oily"":35,""bitter"":0,""rich"":55,""sweet"":50,""mineral"":15,""salty"":0,""umami"":20,""tart"":0,""fruity"":40,""floral"":0}",
1378,agave,"Del Maguey // Oaxaca, Mexico",,4,,,,"{""smoky"":30,""earthy"":30,""spicy"":45,""herbal"":60,""oily"":20,""bitter"":15,""rich"":70,""sweet"":80,""mineral"":35,""salty"":15,""umami"":20,""tart"":40,""fruity"":90,""floral"":40}",
1379,agave,"Del Maguey // Oaxaca, Mexico",,4,,,,"{""smoky"":70,""earthy"":70,""spicy"":20,""herbal"":40,""oily"":15,""bitter"":35,""rich"":0,""sweet"":40,""mineral"":50,""salty"":0,""umami"":15,""tart"":0,""fruity"":15,""floral"":0}",
1380,agave,"Del Maguey // Oaxaca, Mexico",,2,,,,"{""smoky"":90,""earthy"":75,""spicy"":85,""herbal"":75,""oily"":60,""bitter"":10,""rich"":65,""sweet"":20,""mineral"":40,""salty"":45,""umami"":60,""tart"":10,""fruity"":50,""floral"":60}",
1381,other,"Delaware Phoenix // New York, USA",,2,,,,,
1382,brandy,"Delord // Bas-Armagnac , France",,4,,,,,
1383,brandy,"Delord // Bas-Armangac, France",,3,,,,"{""smoky"":30,""earthy"":80,""spicy"":70,""herbal"":45,""oily"":40,""roast"":85,""rich"":85,""sweet"":75,""nutty"":80,""woody"":85,""rancio"":80,""tart"":15,""fruity"":90,""floral"":30}",
1384,brandy,"Delord // Bas-Armagnac , France",,3,,,,,
1385,sugarcane,Denizen // Multiple Countries,,2,,,,"{""smoky"":55,""earthy"":85,""spicy"":70,""herbal"":75,""oily"":75,""roast"":65,""rich"":65,""sweet"":50,""mineral"":15,""woody"":50,""hogo"":85,""tart"":0,""fruity"":45,""floral"":0}",
1386,whiskey,"Detroit City, MI, USA",,2,50.0,,,,3.2
1387,whiskey,"Alabama, USA",2,3,,,,,3.86
1388,whiskey,"Devils River Whiskey // Kentucky, USA",NAS,2,45.0,,,,2.74
1389,whiskey,Dewar's // Scotland,12 Year,2,40.0,"""The nose offers carnival candy, fudge, and stone fruit.  For a blended whisky, even one with 12 years of age, the richness of the whisky is a nice surprise.  The finish suggests wood spices and salty caramel and just a dash white pepper.""",85,"{""smoky"":10,""peaty"":10,""spicy"":60,""herbal"":40,""oily"":10,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":10,""salty"":50,""vanilla"":70,""tart"":30,""fruity"":80,""floral"":30}",3.21
1390,whiskey,Dewar's // Scotland,15 Year,2,40.0,"""The aroma initially shows a dark side to the whisky with rich, dark amber honey and lemon zest that has been lit and set in your cocktail. Oak is fairly pronounced as well. As you drink, however, those notes become brighter and sprightly. There's a mouthwatering aftertaste filled with dried fruit that entices you to go for another sip. This is a fairly easy and straight-forward blended whisky. If you're a fan of their standard bottling, this one is a nice step up.""",89,"{""smoky"":15,""peaty"":0,""spicy"":40,""herbal"":20,""oily"":30,""full_bodied"":45,""rich"":40,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":30,""tart"":25,""fruity"":45,""floral"":35}",3.64
1391,whiskey,Dewar's // Scotland,18 Years,3,40.0,"""Up front this whisky is a sweet talker with bright and tart aromas of red cherries and citrus peel married with honey, heather, dry grass, and vanilla almond cookies.  The palate sings a slightly different tune with early notes of malt, melodies of delicate smoke and wisps of briny sea breeze. There are subtle fruity vanilla flavors and the whisky has a delicious creamy texture.  The finish lingers with a salty twinge, wafts of a distant peat fire burning, and a soft, yet dry and oaky vanilla and malty tail.  """,84,"{""smoky"":40,""peaty"":41,""spicy"":62,""herbal"":33,""oily"":73,""full_bodied"":75,""rich"":73,""sweet"":62,""briny"":42,""salty"":45,""vanilla"":72,""tart"":64,""fruity"":67,""floral"":44}",3.76
1392,whiskey,Dewar's // Scotland,25 Year,5,40.0,,,,4.03
1393,whiskey,Dewar's // Scotland,8 Year,1,40.0,"""This is a fun blended Scotch from Dewar's, with finishing in rum casks bringing a little more depth to a fairly straightforward blend. It's a pleasantly sweet whisky, with notes of cereal, vanilla, orange peel, and chamomile. A rounded, butterscotch sweetness gives it weight. At 80-proof and affordably priced, it's a very sessionable Scotch.""",86,"{""smoky"":5,""peaty"":0,""spicy"":20,""herbal"":25,""oily"":45,""full_bodied"":55,""rich"":55,""sweet"":65,""briny"":10,""salty"":5,""vanilla"":60,""tart"":20,""fruity"":15,""floral"":15}",3.4
1394,whiskey,Dewar's // Scotland,21 Year,4,46.0,"""The Dewar's Double Double 21 Year invites with toffee and almond. It's sweet on the palate with notes of honey, salted caramel, vanilla, and a touch of brininess, leading to pleasantly gentle finish. This blend of malt and grain whiskies is delightfully easy to enjoy, and very reasonably priced for its old age.""",88,"{""smoky"":5,""peaty"":5,""spicy"":25,""herbal"":25,""oily"":35,""full_bodied"":55,""rich"":65,""sweet"":60,""briny"":20,""salty"":15,""vanilla"":40,""tart"":20,""fruity"":25,""floral"":25}",3.78
1395,whiskey,Dewar's // Scotland,27 Year,5,46.0,"""Dewar's 27 Year Double Double may be the most untamed by sherry casks of the whiskies in the line, with a savoriness that comes through on the palate along with a bit of heat. Tasting notes include honey, almond, chamomile, and cedar. It's an enjoyable dram on its own and would pair fantastically with hard cheese.""",89,"{""smoky"":10,""peaty"":5,""spicy"":50,""herbal"":35,""oily"":40,""full_bodied"":50,""rich"":55,""sweet"":50,""briny"":10,""salty"":5,""vanilla"":45,""tart"":30,""fruity"":15,""floral"":15}",4.17
1396,whiskey,Dewar's // Scotland,32 Year,5,46.0,"""This blended whisky intrigues with an extended ageing period and PX finish. It offers the richness one would hope for, with notes of dates, raisin, leather, and the suggestion of orange peel. The mouthfeel is heavy, but the spirit is not at all cloying or overwhelmed by the sherry. The most full-bodied in the Double Double line, it would make an excellent night cap.""",88,"{""smoky"":10,""peaty"":5,""spicy"":40,""herbal"":30,""oily"":55,""full_bodied"":65,""rich"":70,""sweet"":60,""briny"":10,""salty"":5,""vanilla"":60,""tart"":15,""fruity"":35,""floral"":10}",4.06
1397,whiskey,Dewar's // Scotland,8 Year,1,40.0,"""An intriguing application from Dewar's, although it doesn't ultimately expand beyond the basic sum of its parts.  A cheerful fruitiness opens on the nose with apricot leading the way.  Malty and nutty aromas give way to some agave notes from the barrel finish.  The spirit drinks with a nice plushness, offering pound cake and citrus flavors.  In the finish, the agave returns with a spicy, bitter accent. """,80,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":20,""oily"":60,""full_bodied"":50,""rich"":45,""sweet"":85,""briny"":30,""salty"":0,""vanilla"":60,""tart"":45,""fruity"":80,""floral"":60}",3.55
1398,whiskey,Dewar's // Scotland,8 Year,1,40.0,"""Honey, heather, and hay combine forces on the nose, along with butterscotch and black pepper. The palate is somewhat thin and one dimensional, with highlights of dark chocolate and and dried fruits. The finish is short, with a bitter astringency, toffee, and hints of the Mizunara oak in the form of wispy incense smoke and wood spice.""",77,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":40,""oily"":70,""full_bodied"":20,""rich"":40,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":50,""tart"":30,""fruity"":50,""floral"":60}",3.41
1399,whiskey,Dewar's // Scotland,8 Year,1,40.0,"""The aroma shows a bit of red fruit along with toasted grain and malt. Orange peel is faint, but present. The whisky is on the thin side, but the flavors are full of the malt and light on the fruit. The finish shows the brand's classic honey and malt taste. Perfectly fine to enjoy on a weekday or as a mixer. """,81,"{""smoky"":20,""peaty"":10,""spicy"":30,""herbal"":0,""oily"":15,""full_bodied"":35,""rich"":35,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":25,""tart"":45,""fruity"":50,""floral"":0}",2.92
1400,whiskey,Dewar's // Scotland,NAS,2,40.0,"""The aromas from this Scotch are compelling and varied with cereal grains, milk chocolate, pear crisp, and orange peel coming to the forefront. Sea salt caramels, vanilla, and Fuji apple follow suit. The mouthfeel is mild and smooth, with more of the same qualities on the nose as on the palate with cinnamon, mint and toasted almonds coming into the mix. The finish features a big chocolate orange note that is classically Dewar's followed by more cinnamon and soft oak. This will be a very easy whisky to gift, given its smooth and unique flavor profile. A home run for the House of Dewar's.
""",93,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":20,""oily"":10,""full_bodied"":30,""rich"":30,""sweet"":70,""briny"":0,""salty"":30,""vanilla"":60,""tart"":30,""fruity"":80,""floral"":20}",3.48
1401,whiskey,Dewar's // Scotland,NAS,1,40.0,"""The aroma is pleasantly sweet and full of cereal, honey, and apples.  There is a slight floral quality intertwined with more honey and cereal on the palate with the whisky coming to an end with oak notes.  The White Label is never over-powering and really does well on the rocks.""",84,"{""smoky"":20,""peaty"":30,""spicy"":60,""herbal"":60,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":60,""tart"":60,""fruity"":60,""floral"":30}",2.67
1402,whiskey,"Dexter Bourbon // Indiana (aged further in Ohio), USA",NAS,2,50.3,,,,3.71
